"Nom","Prenom","Poste","Photo","Equipe","Selection","Nationalite","Championnat"
"Le Tallec","Anthony","BU","http://2015.sofifa.org/15/players/60/51887.png","Valenciennes FC",,"France","Ligue 2"
"Ciss","Saliou","DG","http://2015.sofifa.org/15/players/60/198687.png","Valenciennes FC",,"Senegal","Ligue 2"
"Coulibaly","Adama","DC","http://2015.sofifa.org/15/players/60/5440.png","Valenciennes FC",,"Mali","Ligue 2"
"Abriel","Fabrice","MOC","http://2015.sofifa.org/15/players/60/116391.png","Valenciennes FC",,"France","Ligue 2"
"Enza-Yamissi","Eloge","MDC","http://2015.sofifa.org/15/players/60/169366.png","Valenciennes FC",,"Republique Centraficaine","Ligue 2"
"Nguette","Opa","AIG","http://2015.sofifa.org/15/players/60/211099.png","Valenciennes FC",,"France","Ligue 2"
"Poepon","Rydell","BU","http://2015.sofifa.org/15/players/60/179941.png","Valenciennes FC",,"Pays-Bas","Ligue 2"
"Diarra","Sigamary","MG","http://2015.sofifa.org/15/players/60/53760.png","Valenciennes FC",,"Mali","Ligue 2"
"Novaes","Macedo","G","http://2015.sofifa.org/15/players/60/188272.png","Valenciennes FC",,"Bresil","Ligue 2"
"Laquait","Bertrand","G","http://2015.sofifa.org/15/players/60/116334.png","Valenciennes FC",,"France","Ligue 2"
"Nery","Loris","DG","http://2015.sofifa.org/15/players/60/200797.png","Valenciennes FC",,"France","Ligue 2"
"Lala","Kenny","DD","http://2015.sofifa.org/15/players/60/204105.png","Valenciennes FC",,"France","Ligue 2"
"Baradji","Sekou","MDC","http://2015.sofifa.org/15/players/60/150657.png","Valenciennes FC",,"France","Ligue 2"
"Houri","Lyes","MC",,"Valenciennes FC",,"France","Ligue 2"
"Charruau","Paul","G","http://2015.sofifa.org/15/players/60/207443.png","Valenciennes FC",,"France","Ligue 2"
"Da Silva","Marco","MC","http://2015.sofifa.org/15/players/60/201502.png","Valenciennes FC",,"France","Ligue 2"
"Abdelhamid","Yunis","DC","http://2015.sofifa.org/15/players/60/206493.png","Valenciennes FC",,"France","Ligue 2"
"Guihoata","Jerome","DC","http://2015.sofifa.org/15/players/60/220771.png","Valenciennes FC",,"Cameroun","Ligue 2"
"Kabore","Abdoul","MDC",,"Valenciennes FC",,"Burkina Faso","Ligue 2"
"Delion","Nicolas","DC",,"Valenciennes FC",,"France","Ligue 2"
"Ndao","Mouhamadou","BU",,"Valenciennes FC",,"Senegal","Ligue 2"
"Daury","Lucas","MC",,"Valenciennes FC",,"France","Ligue 2"
"Dupre","Anthony","G",,"Valenciennes FC",,"France","Ligue 2"
"Diarra","Mamadou","MOC",,"Valenciennes FC",,"Senegal","Ligue 2"
"Amalfitano","Romain","MOC","http://2015.sofifa.org/15/players/60/198817.png","Dijon FCO",,"France","Ligue 2"
"Riviere","Yohann","BU","http://2015.sofifa.org/15/players/60/158111.png","Dijon FCO",,"France","Ligue 2"
"Koro Kone","Ahmed","BU","http://2015.sofifa.org/15/players/60/207538.png","Dijon FCO",,"Cote d'Ivoire","Ligue 2"
"Bela","Jeremie","AID","http://2015.sofifa.org/15/players/60/212035.png","Dijon FCO",,"France","Ligue 2"
"Reynet","Baptiste","G","http://2015.sofifa.org/15/players/60/204240.png","Dijon FCO",,"France","Ligue 2"
"Souprayen","Samuel","DG","http://2015.sofifa.org/15/players/60/189155.png","Dijon FCO",,"France","Ligue 2"
"Varrault","Cedric","DC","http://2015.sofifa.org/15/players/60/51620.png","Dijon FCO",,"France","Ligue 2"
"Bamba","Abdoulaye","DD","http://2015.sofifa.org/15/players/60/199313.png","Dijon FCO",,"Cote d'Ivoire","Ligue 2"
"Mollet","Florent","MC","http://2015.sofifa.org/15/players/60/209288.png","Dijon FCO",,"France","Ligue 2"
"Perraud","Florent","G","http://2015.sofifa.org/15/players/60/158742.png","Dijon FCO",,"France","Ligue 2"
"Remy","William","DC","http://2015.sofifa.org/15/players/60/188602.png","Dijon FCO",,"France","Ligue 2"
"Gastien","Johan","MC","http://2015.sofifa.org/15/players/60/208861.png","Dijon FCO",,"France","Ligue 2"
"Cisse","Ousseynou","DC","http://2015.sofifa.org/15/players/60/203930.png","Dijon FCO",,"Senegal","Ligue 2"
"Tavares","Julio","BU","http://2015.sofifa.org/15/players/60/210722.png","Dijon FCO",,"Cap-Vert","Ligue 2"
"Paye","Pape","DD","http://2015.sofifa.org/15/players/60/210527.png","Dijon FCO",,"France","Ligue 2"
"Diallo","Zakaria","DC","http://2015.sofifa.org/15/players/60/200067.png","Dijon FCO",,"France","Ligue 2"
"Rodrigues","Kevin","MG",,"Dijon FCO",,"France","Ligue 2"
"Philippoteaux","Romain","AIG","http://2015.sofifa.org/15/players/60/212519.png","Dijon FCO",,"France","Ligue 2"
"Paulle","Steven","DC","http://2015.sofifa.org/15/players/60/199291.png","Dijon FCO",,"France","Ligue 2"
"Diabate","Zie","DG","http://2015.sofifa.org/15/players/60/207780.png","Dijon FCO",,"Cote d'Ivoire","Ligue 2"
"Diony","Lois","BU",,"Dijon FCO",,"France","Ligue 2"
"Babit","Brian","BU",,"Dijon FCO",,"France","Ligue 2"
"Marie","Jordan","MC","http://2015.sofifa.org/15/players/60/213030.png","Dijon FCO",,"France","Ligue 2"
"Basilio","Enzo","G","http://2015.sofifa.org/15/players/60/212735.png","Dijon FCO",,"France","Ligue 2"
"Sorin","Eliott","MC",,"Dijon FCO",,"France","Ligue 2"
"Benet","Jessy","MC",,"Dijon FCO",,"France","Ligue 2"
"Lemonnier","Pierre","DC",,"Dijon FCO",,"France","Ligue 2"
"Bocaly","Garry","DD","http://2015.sofifa.org/15/players/60/176564.png","AC Arles-Avignon",,"France","Ligue 2"
"Niang","Mamadou","BU","http://2015.sofifa.org/15/players/60/41784.png","AC Arles-Avignon",,"Senegal","Ligue 2"
"Blanc","Maxime","MOC","http://2015.sofifa.org/15/players/60/210277.png","AC Arles-Avignon",,"France","Ligue 2"
"Yattara","Naby-Moussa","G","http://2015.sofifa.org/15/players/60/157936.png","AC Arles-Avignon",,"Guinee","Ligue 2"
"Quintin","Erwan","DG","http://2015.sofifa.org/15/players/60/163425.png","AC Arles-Avignon",,"France","Ligue 2"
"Delac","Matej","G","http://2015.sofifa.org/15/players/60/195356.png","AC Arles-Avignon",,"Croatie","Ligue 2"
"Hammar","Ziri","BU","http://2015.sofifa.org/15/players/60/202751.png","AC Arles-Avignon",,"Algerie","Ligue 2"
"Coulomb","Adrien","MOC","http://2015.sofifa.org/15/players/60/198028.png","AC Arles-Avignon",,"France","Ligue 2"
"Toure","Larsen","BU","http://2015.sofifa.org/15/players/60/177408.png","AC Arles-Avignon",,"Guinee","Ligue 2"
"N'Diaye","Ousmane","DC","http://2015.sofifa.org/15/players/60/205692.png","AC Arles-Avignon",,"Senegal","Ligue 2"
"Ngakoutou","Quentin","BU",,"AC Arles-Avignon",,"Republique Centraficaine","Ligue 2"
"Bosmel","Thomas","G","http://2015.sofifa.org/15/players/60/194892.png","AC Arles-Avignon",,"France","Ligue 2"
"Savanier","Tejl","MOC","http://2015.sofifa.org/15/players/60/205686.png","AC Arles-Avignon",,"France","Ligue 2"
"Rodriguez","Hugo","MC","http://2015.sofifa.org/15/players/60/205683.png","AC Arles-Avignon",,"France","Ligue 2"
"Maraval","Axel","G","http://2015.sofifa.org/15/players/60/215097.png","AC Arles-Avignon",,"France","Ligue 2"
"Rosado","Diogo","MOC","http://2015.sofifa.org/15/players/60/193493.png","AC Arles-Avignon",,"Portugal","Ligue 2"
"Phojo","Jerome","DD","http://2015.sofifa.org/15/players/60/209784.png","AC Arles-Avignon",,"France","Ligue 2"
"Ben Daoud","Brahim","AIG",,"AC Arles-Avignon",,"France","Ligue 2"
"Kondogbia","Evans","BU",,"AC Arles-Avignon",,"Republique Centraficaine","Ligue 2"
"Gigot","Samuel","DC","http://2015.sofifa.org/15/players/60/219581.png","AC Arles-Avignon",,"France","Ligue 2"
"Mendes","Jackson","BU","http://2015.sofifa.org/15/players/60/219603.png","AC Arles-Avignon",,"France","Ligue 2"
"Ouaamar","Fawzi","MC",,"AC Arles-Avignon",,"Maroc","Ligue 2"
"Bonne","Remy","DG","http://2015.sofifa.org/15/players/60/209748.png","AC Arles-Avignon",,"France","Ligue 2"
"Medjelled","Maxence","MOC",,"AC Arles-Avignon",,"France","Ligue 2"
"van Kessel","Gino","BU",,"AC Arles-Avignon",,"Pays-Bas","Ligue 2"
"Glombard","Luigi","BU","http://2015.sofifa.org/15/players/60/138712.png","US Orleans LF",,"France","Ligue 2"
"Balijon","Arnaud","G","http://2015.sofifa.org/15/players/60/112373.png","US Orleans LF",,"France","Ligue 2"
"Arnaud","Loris","BU","http://2015.sofifa.org/15/players/60/183451.png","US Orleans LF",,"France","Ligue 2"
"Maah","Robert","BU",,"US Orleans LF",,"France","Ligue 2"
"Loriot","Guillaume","MDC","http://2015.sofifa.org/15/players/60/176527.png","US Orleans LF",,"France","Ligue 2"
"Loval-Landre","Loic","MDR","http://2015.sofifa.org/15/players/60/148872.png","US Orleans LF",,"France","Ligue 2"
"Abdoulaye","Bruce","DC","http://2015.sofifa.org/15/players/60/182765.png","US Orleans LF",,"Republique du Congo","Ligue 2"
"Benmeziane","Samir","BU","http://2015.sofifa.org/15/players/60/216236.png","US Orleans LF",,"France","Ligue 2"
"Puyo","Loic","MG","http://2015.sofifa.org/15/players/60/202548.png","US Orleans LF",,"France","Ligue 2"
"Pinaud","Gauthier","MDR","http://2015.sofifa.org/15/players/60/188823.png","US Orleans LF",,"France","Ligue 2"
"Brillault","Maxime","DC","http://2015.sofifa.org/15/players/60/177883.png","US Orleans LF",,"France","Ligue 2"
"Renault","Thomas","G","http://2015.sofifa.org/15/players/60/223438.png","US Orleans LF",,"France","Ligue 2"
"Omombe","Pierre-Ange","AID","http://2015.sofifa.org/15/players/60/225177.png","US Orleans LF",,"France","Ligue 2"
"Ligoule","Mathieu","MC","http://2015.sofifa.org/15/players/60/177377.png","US Orleans LF",,"France","Ligue 2"
"Seidou","Fabrice","BU","http://2015.sofifa.org/15/players/60/177302.png","US Orleans LF",,"France","Ligue 2"
"Youssouf","Benjaloud","DD","http://2015.sofifa.org/15/players/60/223445.png","US Orleans LF",,"France","Ligue 2"
"Koita","Bachibou","BU","http://2015.sofifa.org/15/players/60/223447.png","US Orleans LF",,"Niger","Ligue 2"
"Quenum","Cherif","DC","http://2015.sofifa.org/15/players/60/225176.png","US Orleans LF",,"France","Ligue 2"
"Elissalde","Remi","MDC","http://2015.sofifa.org/15/players/60/203630.png","US Orleans LF",,"France","Ligue 2"
"Louisy-Daniel","Wilfried","BU","http://2015.sofifa.org/15/players/60/223448.png","US Orleans LF",,"France","Ligue 2"
"Ponroy","Antoine","DC","http://2015.sofifa.org/15/players/60/177292.png","US Orleans LF",,"France","Ligue 2"
"Sidibe","Ousmane","DD","http://2015.sofifa.org/15/players/60/223441.png","US Orleans LF",,"France","Ligue 2"
"Mpeck-Makendi","Sebastien","G","http://2015.sofifa.org/15/players/60/223437.png","US Orleans LF",,"France","Ligue 2"
"Darcy","Benoit","DC","http://2015.sofifa.org/15/players/60/223442.png","US Orleans LF",,"France","Ligue 2"
"Tomas","Gregory","DG","http://2015.sofifa.org/15/players/60/223443.png","US Orleans LF",,"France","Ligue 2"
"Mendy","Jean-Paul","MG","http://2015.sofifa.org/15/players/60/223446.png","US Orleans LF",,"France","Ligue 2"
"Delonglee","Julien","DC","http://2015.sofifa.org/15/players/60/120063.png","US Orleans LF",,"France","Ligue 2"
