"Nom","Prenom","Poste","Photo","Equipe","Selection","Nationalite","Championnat"
"Schmeichel","Kasper","G","http://2015.sofifa.org/15/players/60/163587.png","Leicester City FC","Danemark","Danemark","Premier League"
"Vardy","Jamie","BU","http://2015.sofifa.org/15/players/60/208830.png","Leicester City FC",,"Angleterre","Premier League"
"Wasilewski","Marcin","DC","http://2015.sofifa.org/15/players/60/148569.png","Leicester City FC",,"Pologne","Premier League"
"Drinkwater","Danny","MC","http://2015.sofifa.org/15/players/60/186132.png","Leicester City FC",,"Angleterre","Premier League"
"De Laet","Ritchie","DD","http://2015.sofifa.org/15/players/60/175932.png","Leicester City FC",,"Belgique","Premier League"
"James","Matty","MC","http://2015.sofifa.org/15/players/60/186139.png","Leicester City FC",,"Angleterre","Premier League"
"Schlupp","Jeffrey","DG","http://2015.sofifa.org/15/players/60/200759.png","Leicester City FC",,"Ghana","Premier League"
"Konchesky","Paul","DG","http://2015.sofifa.org/15/players/60/51417.png","Leicester City FC",,"Angleterre","Premier League"
"Albrighton","Marc","MDR","http://2015.sofifa.org/15/players/60/183130.png","Leicester City FC",,"Angleterre","Premier League"
"Knockaert","Anthony","MDR","http://2015.sofifa.org/15/players/60/203910.png","Leicester City FC",,"France","Premier League"
"Nugent","David","BU","http://2015.sofifa.org/15/players/60/139296.png","Leicester City FC",,"Angleterre","Premier League"
"Mahrez","Riyad","MDR","http://2015.sofifa.org/15/players/60/204485.png","Leicester City FC",,"Algerie","Premier League"
"Wood","Chris","BU","http://2015.sofifa.org/15/players/60/192123.png","Leicester City FC","Nouvelle-Zelande","Nouvelle-Zelande","Premier League"
"Morgan","Wes","DC","http://2015.sofifa.org/15/players/60/136113.png","Leicester City FC",,"Jamaique","Premier League"
"King","Andy","MC","http://2015.sofifa.org/15/players/60/186578.png","Leicester City FC","Pays de Galles","Pays de Galles","Premier League"
"Hamer","Ben","G","http://2015.sofifa.org/15/players/60/170008.png","Leicester City FC",,"Angleterre","Premier League"
"Simpson","Danny","DD","http://2015.sofifa.org/15/players/60/169600.png","Leicester City FC",,"Angleterre","Premier League"
"Bakayoko","Zoumana","DG","http://2015.sofifa.org/15/players/60/179757.png","Leicester City FC",,"Cote d'Ivoire","Premier League"
"Taylor-Fletcher","Gary","BU","http://2015.sofifa.org/15/players/60/19524.png","Leicester City FC",,"Angleterre","Premier League"
"Lawrence","Tom","MG","http://2015.sofifa.org/15/players/60/211513.png","Leicester City FC",,"Pays de Galles","Premier League"
"Hammond","Dean","MC","http://2015.sofifa.org/15/players/60/120018.png","Leicester City FC",,"Angleterre","Premier League"
"Upson","Matthew","DC","http://2015.sofifa.org/15/players/60/50713.png","Leicester City FC",,"Angleterre","Premier League"
"Cain","Michael","MC","http://2015.sofifa.org/15/players/60/219172.png","Leicester City FC",,"Angleterre","Premier League"
"Smith","Adam","G","http://2015.sofifa.org/15/players/60/203316.png","Leicester City FC",,"Angleterre","Premier League"
"Barmby","Jack","AT","http://2015.sofifa.org/15/players/60/213698.png","Leicester City FC",,"Angleterre","Premier League"
"Stankevicius","Simonas","BU","http://2015.sofifa.org/15/players/60/224416.png","Leicester City FC",,"Lituanie","Premier League"
"Hopper","Tom","BU","http://2015.sofifa.org/15/players/60/206263.png","Leicester City FC",,"Angleterre","Premier League"
"Pepe-Ngoma","Herve","DC",,"Leicester City FC",,"France","Premier League"
"Pearson","James","DD",,"Leicester City FC",,"Angleterre","Premier League"
"Wickham","Connor","BU","http://2015.sofifa.org/15/players/60/191089.png","Sunderland AFC",,"Angleterre","Premier League"
"Altidore","Jozy","BU","http://2015.sofifa.org/15/players/60/176237.png","Sunderland AFC",,"Etats-Unis","Premier League"
"Rodwell","Jack","MC","http://2015.sofifa.org/15/players/60/183465.png","Sunderland AFC",,"Angleterre","Premier League"
"Alvarez","Ricardo","AT","http://2015.sofifa.org/15/players/60/204555.png","Sunderland AFC",,"Argentine","Premier League"
"Coates","Sebastian","DC","http://2015.sofifa.org/15/players/60/197655.png","Sunderland AFC","Uruguay","Uruguay","Premier League"
"van Aanholt","Patrick","DG","http://2015.sofifa.org/15/players/60/186190.png","Sunderland AFC",,"Pays-Bas","Premier League"
"Larsson","Sebastian","MC","http://2015.sofifa.org/15/players/60/164459.png","Sunderland AFC","Suede","Suede","Premier League"
"Johnson","Adam","MDR","http://2015.sofifa.org/15/players/60/165740.png","Sunderland AFC",,"Angleterre","Premier League"
"Mavrias","Charis","MDR","http://2015.sofifa.org/15/players/60/200957.png","Sunderland AFC",,"Grece","Premier League"
"Giaccherini","Emanuele","MG","http://2015.sofifa.org/15/players/60/192841.png","Sunderland AFC",,"Italie","Premier League"
"Bridcutt","Liam","MDC","http://2015.sofifa.org/15/players/60/169710.png","Sunderland AFC",,"Ecosse","Premier League"
"Cattermole","Lee","MDC","http://2015.sofifa.org/15/players/60/169607.png","Sunderland AFC",,"Angleterre","Premier League"
"Pantilimon","Costel","G","http://2015.sofifa.org/15/players/60/192613.png","Sunderland AFC","Roumanie","Roumanie","Premier League"
"Mannone","Vito","G","http://2015.sofifa.org/15/players/60/179547.png","Sunderland AFC",,"Italie","Premier League"
"Mandron","Mikael","BU","http://2015.sofifa.org/15/players/60/204785.png","Sunderland AFC",,"France","Premier League"
"Fletcher","Steven","BU","http://2015.sofifa.org/15/players/60/164769.png","Sunderland AFC","Ecosse","Ecosse","Premier League"
"Vergini","Santiago","DC","http://2015.sofifa.org/15/players/60/204050.png","Sunderland AFC",,"Argentine","Premier League"
"O'Shea","John","DC","http://2015.sofifa.org/15/players/60/3484.png","Sunderland AFC","Irlande","Irlande","Premier League"
"Brown","Wes","DC","http://2015.sofifa.org/15/players/60/13130.png","Sunderland AFC",,"Angleterre","Premier League"
"Gomez","Jordi","MC","http://2015.sofifa.org/15/players/60/170919.png","Sunderland AFC",,"Espagne","Premier League"
"Jones","Billy","DD","http://2015.sofifa.org/15/players/60/138722.png","Sunderland AFC",,"Angleterre","Premier League"
"Buckley","Will","AID","http://2015.sofifa.org/15/players/60/187150.png","Sunderland AFC",,"Angleterre","Premier League"
"Graham","Danny","BU","http://2015.sofifa.org/15/players/60/163340.png","Sunderland AFC",,"Angleterre","Premier League"
"Gooch","Lynden","MOC",,"Sunderland AFC",,"Etats-Unis","Premier League"
"Cabral","Adilson","MC","http://2015.sofifa.org/15/players/60/179982.png","Sunderland AFC",,"Suisse","Premier League"
"Smith","Martin","MC","http://2015.sofifa.org/15/players/60/218646.png","Sunderland AFC",,"Angleterre","Premier League"
"Agnew","Liam","MOC","http://2015.sofifa.org/15/players/60/222527.png","Sunderland AFC",,"Angleterre","Premier League"
"Watmore","Duncan","AID","http://2015.sofifa.org/15/players/60/216268.png","Sunderland AFC",,"Angleterre","Premier League"
"Stryjek","Maksymilian","G","http://2015.sofifa.org/15/players/60/224543.png","Sunderland AFC",,"Pologne","Premier League"
"Honeyman","George","MOC","http://2015.sofifa.org/15/players/60/216270.png","Sunderland AFC",,"Angleterre","Premier League"
"Robson","Thomas","DG","http://2015.sofifa.org/15/players/60/216270.png","Sunderland AFC",,"Angleterre","Premier League"
"Dixon","Joel","G","http://2015.sofifa.org/15/players/60/216264.png","Sunderland AFC",,"Angleterre","Premier League"
"Cartwright","Andrew","DD",,"Sunderland AFC",,"Angleterre","Premier League"
"Berahino","Saido","BU","http://2015.sofifa.org/15/players/60/204289.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Wisdom","Andre","DD","http://2015.sofifa.org/15/players/60/201908.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Varela","Silvestre","AIG","http://2015.sofifa.org/15/players/60/172672.png","West Bromwith Albion FC",,"Portugal","Premier League"
"Sessegnon","Stephane","MOC","http://2015.sofifa.org/15/players/60/163699.png","West Bromwith Albion FC",,"Benin","Premier League"
"Mulumbu","Youssouf","MDC","http://2015.sofifa.org/15/players/60/179544.png","West Bromwith Albion FC",,"Republique Democratique du Congo","Premier League"
"Lescott","Joleon","DC","http://2015.sofifa.org/15/players/60/138726.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Foster","Ben","G","http://2015.sofifa.org/15/players/60/163155.png","West Bromwith Albion FC","Angleterre","Angleterre","Premier League"
"Ideye","Brown","BU","http://2015.sofifa.org/15/players/60/186954.png","West Bromwith Albion FC",,"Nigeria","Premier League"
"Dawson","Craig","DC","http://2015.sofifa.org/15/players/60/194806.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Samaras","Georgios","BU","http://2015.sofifa.org/15/players/60/137551.png","West Bromwith Albion FC","Grece","Grece","Premier League"
"Anichebe","Victor","BU","http://2015.sofifa.org/15/players/60/169527.png","West Bromwith Albion FC",,"Nigeria","Premier League"
"Yacob","Claudio","MDC","http://2015.sofifa.org/15/players/60/183893.png","West Bromwith Albion FC",,"Argentine","Premier League"
"Dorrans","Graham","MC","http://2015.sofifa.org/15/players/60/171321.png","West Bromwith Albion FC","Ecosse","Ecosse","Premier League"
"Baird","Chris","MDC","http://2015.sofifa.org/15/players/60/138289.png","West Bromwith Albion FC","Irlande du Nord","Irlande du Nord","Premier League"
"Morrison","James","MC","http://2015.sofifa.org/15/players/60/162981.png","West Bromwith Albion FC","Ecosse","Ecosse","Premier League"
"Gardner","Craig","MC","http://2015.sofifa.org/15/players/60/178487.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Gamboa","Cristian","DD","http://2015.sofifa.org/15/players/60/198553.png","West Bromwith Albion FC",,"Costa Rica","Premier League"
"Pocognoli","Sebastien","DG","http://2015.sofifa.org/15/players/60/163369.png","West Bromwith Albion FC",,"Belgique","Premier League"
"Brunt","Chris","MG","http://2015.sofifa.org/15/players/60/52306.png","West Bromwith Albion FC","Irlande du Nord","Irlande du Nord","Premier League"
"Myhill","Boaz","G","http://2015.sofifa.org/15/players/60/51261.png","West Bromwith Albion FC",,"Pays de Galles","Premier League"
"Daniels","Luke","G","http://2015.sofifa.org/15/players/60/184630.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Davidson","Jason","DG","http://2015.sofifa.org/15/players/60/197831.png","West Bromwith Albion FC","Australie","Australie","Premier League"
"Olsson","Jonas","DC","http://2015.sofifa.org/15/players/60/45842.png","West Bromwith Albion FC","Suede","Suede","Premier League"
"Garmston","Bradley","DG","http://2015.sofifa.org/15/players/60/213339.png","West Bromwith Albion FC",,"Irlande","Premier League"
"McAuley","Gareth","DC","http://2015.sofifa.org/15/players/60/109852.png","West Bromwith Albion FC","Irlande du Nord","Irlande du Nord","Premier League"
"Roofe","Kemar","MG","http://2015.sofifa.org/15/players/60/205360.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"O'Neil","Liam","MDC","http://2015.sofifa.org/15/players/60/205361.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Nabi","Adil","BU","http://2015.sofifa.org/15/players/60/204291.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Jones","Callam","DC","http://2015.sofifa.org/15/players/60/215371.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"O'Sullivan","Mani","MG","http://2015.sofifa.org/15/players/60/216818.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Rose","Jack","G","http://2015.sofifa.org/15/players/60/222864.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Jones","Alex","BU","http://2015.sofifa.org/15/players/60/223916.png","West Bromwith Albion FC",,"Angleterre","Premier League"
"Blanco","Sebastian","MOC",,"West Bromwith Albion FC",,"Argentine","Premier League"
"Chalobah","Nathaniel","MC","http://2015.sofifa.org/15/players/60/205897.png","Burnley FC",,"Angleterre","Premier League"
"Ings","Danny","BU","http://2015.sofifa.org/15/players/60/195859.png","Burnley FC",,"Angleterre","Premier League"
"Keane","Michael","DC","http://2015.sofifa.org/15/players/60/207599.png","Burnley FC",,"Angleterre","Premier League"
"Trippier","Kieran","DD","http://2015.sofifa.org/15/players/60/186345.png","Burnley FC",,"Angleterre","Premier League"
"Gillks","Matt","G","http://2015.sofifa.org/15/players/60/11381.png","Burnley FC",,"Ecosse","Premier League"
"Barnes","Ashley","BU","http://2015.sofifa.org/15/players/60/186905.png","Burnley FC",,"Autriche","Premier League"
"Vokes","Sam","BU","http://2015.sofifa.org/15/players/60/179746.png","Burnley FC","Pays de Galles","Pays de Galles","Premier League"
"Lafferty","Daniel","DG","http://2015.sofifa.org/15/players/60/201491.png","Burnley FC","Irlande du Nord","Irlande du Nord","Premier League"
"Boyd","George","MG","http://2015.sofifa.org/15/players/60/179592.png","Burnley FC",,"Ecosse","Premier League"
"Jutkiewicz","Lukas","BU","http://2015.sofifa.org/15/players/60/176841.png","Burnley FC",,"Angleterre","Premier League"
"Taylor","Matt","MC","http://2015.sofifa.org/15/players/60/53827.png","Burnley FC",,"Angleterre","Premier League"
"Jones","David","MC","http://2015.sofifa.org/15/players/60/162891.png","Burnley FC",,"Angleterre","Premier League"
"Sordell","Marvin","BU","http://2015.sofifa.org/15/players/60/190722.png","Burnley FC",,"Angleterre","Premier League"
"Ward","Stephen","DG","http://2015.sofifa.org/15/players/60/165321.png","Burnley FC","Irlande","Irlande","Premier League"
"Duff","Michael","DC","http://2015.sofifa.org/15/players/60/140975.png","Burnley FC",,"Irlande du Nord","Premier League"
"Kightly","Michael","MG","http://2015.sofifa.org/15/players/60/140451.png","Burnley FC",,"Angleterre","Premier League"
"Heaton","Tom","G","http://2015.sofifa.org/15/players/60/163264.png","Burnley FC",,"Angleterre","Premier League"
"Arfield","Scott","MDR","http://2015.sofifa.org/15/players/60/178287.png","Burnley FC",,"Ecosse","Premier League"
"Shackell","Jason","DC","http://2015.sofifa.org/15/players/60/139368.png","Burnley FC",,"Angleterre","Premier League"
"Mee","Ben","DG","http://2015.sofifa.org/15/players/60/189682.png","Burnley FC",,"Angleterre","Premier League"
"Howieson","Cameron","MOC","http://2015.sofifa.org/15/players/60/208543.png","Burnley FC","Nouvelle-Zelande","Nouvelle-Zelande","Premier League"
"Cisak","Alex","G","http://2015.sofifa.org/15/players/60/189109.png","Burnley FC",,"Australie","Premier League"
"Long","Kevin","DC","http://2015.sofifa.org/15/players/60/194146.png","Burnley FC",,"Irlande","Premier League"
"Wallace","Ross","MDR","http://2015.sofifa.org/15/players/60/140497.png","Burnley FC",,"Ecosse","Premier League"
"Raid","Steven","DD","http://2015.sofifa.org/15/players/60/30620.png","Burnley FC",,"Irlande","Premier League"
"Marney","Dean","MC","http://2015.sofifa.org/15/players/60/152991.png","Burnley FC",,"Angleterre","Premier League"
"Hewitt","Steven","MC","http://2015.sofifa.org/15/players/60/205754.png","Burnley FC",,"Angleterre","Premier League"
"Dummigan","Cameron","DD","http://2015.sofifa.org/15/players/60/221167.png","Burnley FC",,"Irlande du Nord","Premier League"
"Gilchrist","Jason","BU","http://2015.sofifa.org/15/players/60/219092.png","Burnley FC",,"Angleterre","Premier League"
"Mitchell","Conor","G","http://2015.sofifa.org/15/players/60/223804.png","Burnley FC",,"Irlande du Nord","Premier League"
"Hall","Jaden","MDR",,"Burnley FC",,"Angleterre","Premier League"
"Whitmore","Alex","DC",,"Burnley FC",,"Angleterre","Premier League"
"Richardson","Callum","DC",,"Burnley FC",,"Australie","Premier League"
"Zaha","Wilfried","MG","http://2015.sofifa.org/15/players/60/198717.png","Crystal Palace FC",,"Angleterre","Premier League"
"Chamackh","Marouane","BU","http://2015.sofifa.org/15/players/60/134906.png","Crystal Palace FC",,"Maroc","Premier League"
"Bolasie","Yannick","MG","http://2015.sofifa.org/15/players/60/189157.png","Crystal Palace FC",,"Republique Democratique du Congo","Premier League"
"Kelly","Martin","DD","http://2015.sofifa.org/15/players/60/184037.png","Crystal Palace FC",,"Angleterre","Premier League"
"Ward","Joel","DG","http://2015.sofifa.org/15/players/60/186392.png","Crystal Palace FC",,"Angleterre","Premier League"
"Gayle","Dwight","BU","http://2015.sofifa.org/15/players/60/205670.png","Crystal Palace FC",,"Angleterre","Premier League"
"Doyle","Kevin","BU","http://2015.sofifa.org/15/players/60/149667.png","Crystal Palace FC","Irlande","Irlande","Premier League"
"Hangeland","Brede","DC","http://2015.sofifa.org/15/players/60/46815.png","Crystal Palace FC",,"Norvege","Premier League"
"Campbell","Fraizer","BU","http://2015.sofifa.org/15/players/60/169586.png","Crystal Palace FC",,"Angleterre","Premier League"
"Jedinak","Mile","MDC","http://2015.sofifa.org/15/players/60/181483.png","Crystal Palace FC","Australie","Australie","Premier League"
"Bannan","Barry","MDR","http://2015.sofifa.org/15/players/60/183540.png","Crystal Palace FC","Ecosse","Ecosse","Premier League"
"McArthur","James","MC","http://2015.sofifa.org/15/players/60/171972.png","Crystal Palace FC","Ecosse","Ecosse","Premier League"
"Fryers","Ezekiel","DG","http://2015.sofifa.org/15/players/60/206489.png","Crystal Palace FC",,"Angleterre","Premier League"
"Puncheon","Jason","MDR","http://2015.sofifa.org/15/players/60/152514.png","Crystal Palace FC",,"Angleterre","Premier League"
"Speroni","Julian","G","http://2015.sofifa.org/15/players/60/49212.png","Crystal Palace FC",,"Argentine","Premier League"
"Ledley","Joe","MC","http://2015.sofifa.org/15/players/60/165190.png","Crystal Palace FC","Pays de Galles","Pays de Galles","Premier League"
"Price","Lewis","G","http://2015.sofifa.org/15/players/60/53756.png","Crystal Palace FC",,"Pays de Galles","Premier League"
"Delaney","Damian","DC","http://2015.sofifa.org/15/players/60/159577.png","Crystal Palace FC",,"Irlande","Premier League"
"Mariappa","Adrian","DD","http://2015.sofifa.org/15/players/60/172953.png","Crystal Palace FC",,"Jamaique","Premier League"
"Kebe","Jimmy","MDR","http://2015.sofifa.org/15/players/60/174808.png","Crystal Palace FC",,"Mali","Premier League"
"Guediouria","Adlene","MC","http://2015.sofifa.org/15/players/60/183385.png","Crystal Palace FC",,"Algerie","Premier League"
"Dann","Scott","DC","http://2015.sofifa.org/15/players/60/157665.png","Crystal Palace FC",,"Angleterre","Premier League"
"Hennessey","Wayne","G","http://2015.sofifa.org/15/players/60/170084.png","Crystal Palace FC","Pays de Galles","Pays de Galles","Premier League"
"Thomas","Jerome","MG","http://2015.sofifa.org/15/players/60/156170.png","Crystal Palace FC",,"Angleterre","Premier League"
"Boateng","Hiram","MDC","http://2015.sofifa.org/15/players/60/212782.png","Crystal Palace FC",,"Angleterre","Premier League"
"Allassani","Reise","AIG","http://2015.sofifa.org/15/players/60/208291.png","Crystal Palace FC",,"Angleterre","Premier League"
"Inniss","Ryan","DC","http://2015.sofifa.org/15/players/60/204499.png","Crystal Palace FC",,"Angleterre","Premier League"
"O'Keefe","Stuart","MC","http://2015.sofifa.org/15/players/60/189492.png","Crystal Palace FC",,"Angleterre","Premier League"
"Gray","Jake","AID","http://2015.sofifa.org/15/players/60/212492.png","Crystal Palace FC",,"Angleterre","Premier League"
"Kettings","Chris","G","http://2015.sofifa.org/15/players/60/202761.png","Crystal Palace FC",,"Ecosse","Premier League"
"Johnson","Andrew","BU","http://2015.sofifa.org/15/players/60/13690.png","Crystal Palace FC",,"Angleterre","Premier League"
"De Silva","Kyle","MOC","http://2015.sofifa.org/15/players/60/198775.png","Crystal Palace FC",,"Angleterre","Premier League"
"Kaikai","Sullay","AID","http://2015.sofifa.org/15/players/60/212493.png","Crystal Palace FC",,"Angleterre","Premier League"
"Butland","Jack","G","http://2015.sofifa.org/15/players/60/203042.png","Stoke City FC",,"Angleterre","Premier League"
"Krkic","Bojan","AID","http://2015.sofifa.org/15/players/60/176993.png","Stoke City FC",,"Espagne","Premier League"
"Diouf","Mame","BU","http://2015.sofifa.org/15/players/60/187084.png","Stoke City FC",,"Senegal","Premier League"
"Begovic","Asmir","G","http://2015.sofifa.org/15/players/60/172723.png","Stoke City FC",,"Bosnie-Herzegovine","Premier League"
"Arnautovic","Marko","MG","http://2015.sofifa.org/15/players/60/184200.png","Stoke City FC","Autriche","Autriche","Premier League"
"Muniesa","Marc","DG","http://2015.sofifa.org/15/players/60/192766.png","Stoke City FC",,"Espagne","Premier League"
"Crouch","Peter","BU","http://2015.sofifa.org/15/players/60/51257.png","Stoke City FC",,"Angleterre","Premier League"
"Assaidi","Oussama","MG","http://2015.sofifa.org/15/players/60/188935.png","Stoke City FC",,"Maroc","Premier League"
"Moses","Victor","MDR","http://2015.sofifa.org/15/players/60/172962.png","Stoke City FC",,"Nigeria","Premier League"
"Shawcross","Ryan","DC","http://2015.sofifa.org/15/players/60/169596.png","Stoke City FC",,"Angleterre","Premier League"
"Adam","Charlie","MC","http://2015.sofifa.org/15/players/60/155976.png","Stoke City FC","Ecosse","Ecosse","Premier League"
"Odemwingie","Peter","MDR","http://2015.sofifa.org/15/players/60/137671.png","Stoke City FC",,"Nigeria","Premier League"
"N'Zonzi","Steven","MC","http://2015.sofifa.org/15/players/60/187936.png","Stoke City FC",,"France","Premier League"
"Ireland","Stephen","MOC","http://2015.sofifa.org/15/players/60/170570.png","Stoke City FC",,"Irlande","Premier League"
"Cameron","Geoff","DD","http://2015.sofifa.org/15/players/60/186672.png","Stoke City FC","Etats-Unis","Etats-Unis","Premier League"
"Sidwell","Steve","MDC","http://2015.sofifa.org/15/players/60/134941.png","Stoke City FC",,"Angleterre","Premier League"
"Wilson","Marc","DC","http://2015.sofifa.org/15/players/60/166919.png","Stoke City FC","Irlande","Irlande","Premier League"
"Bardsley","Phil","DD","http://2015.sofifa.org/15/players/60/163261.png","Stoke City FC",,"Ecosse","Premier League"
"Pieters","Erik","DG","http://2015.sofifa.org/15/players/60/178567.png","Stoke City FC",,"Pays-Bas","Premier League"
"Sorensen","Thomas","G","http://2015.sofifa.org/15/players/60/135594.png","Stoke City FC",,"Danemark","Premier League"
"Huth","Robert","DC","http://2015.sofifa.org/15/players/60/137785.png","Stoke City FC",,"Allemagne","Premier League"
"Palacios","Wilson","MDC","http://2015.sofifa.org/15/players/60/175105.png","Stoke City FC",,"Honduras","Premier League"
"Whelan","Glenn","MC","http://2015.sofifa.org/15/players/60/163303.png","Stoke City FC","Irlande","Irlande","Premier League"
"Alabi","James","BU","http://2015.sofifa.org/15/players/60/213412.png","Stoke City FC",,"Angleterre","Premier League"
"Walters","Jonathan","MDR","http://2015.sofifa.org/15/players/60/138436.png","Stoke City FC","Irlande","Irlande","Premier League"
"Eve","Dale","G","http://2015.sofifa.org/15/players/60/209783.png","Stoke City FC",,"Bermudes","Premier League"
"Wilkinson","Andy","DD","http://2015.sofifa.org/15/players/60/159302.png","Stoke City FC",,"Angleterre","Premier League"
"Teixeira","Dionatan","DC","http://2015.sofifa.org/15/players/60/223992.png","Stoke City FC",,"Slovaquie","Premier League"
"Ward","Charlie","MOC","http://2015.sofifa.org/15/players/60/222456.png","Stoke City FC",,"Angleterre","Premier League"
"Nardiello","Jack","BU","http://2015.sofifa.org/15/players/60/222456.png","Stoke City FC",,"Pays de Galles","Premier League"
"Waring","Goerge","BU",,"Stoke City FC",,"Angleterre","Premier League"
"O'Reilly","Ryan","DC",,"Stoke City FC",,"Irlande","Premier League"
"Skapetis","Peter","BU",,"Stoke City FC",,"Australie","Premier League"
"Ben Arfa","Hatem","MDR","http://2015.sofifa.org/15/players/60/161648.png","Hull City AFC",,"France","Premier League"
"Robertson","Andrew","DG","http://2015.sofifa.org/15/players/60/216267.png","Hull City AFC","Ecosse","Ecosse","Premier League"
"Ramirez","Gaston","MOC","http://2015.sofifa.org/15/players/60/201508.png","Hull City AFC","Uruguay","Uruguay","Premier League"
"Hernandez","Abel","BU","http://2015.sofifa.org/15/players/60/188484.png","Hull City AFC","Uruguay","Uruguay","Premier League"
"Ince","Thomas","MDR","http://2015.sofifa.org/15/players/60/200521.png","Hull City AFC",,"Angleterre","Premier League"
"Jelavic","Nikica","BU","http://2015.sofifa.org/15/players/60/182763.png","Hull City AFC",,"Croatie","Premier League"
"Dawson","Michael","DC","http://2015.sofifa.org/15/players/60/120312.png","Hull City AFC",,"Angleterre","Premier League"
"Brady","Robbie","MG","http://2015.sofifa.org/15/players/60/201884.png","Hull City AFC",,"Irlande","Premier League"
"Huddlestone","Tom","MC","http://2015.sofifa.org/15/players/60/54033.png","Hull City AFC",,"Angleterre","Premier League"
"Livermore","Jake","MC","http://2015.sofifa.org/15/players/60/189059.png","Hull City AFC",,"Angleterre","Premier League"
"Diame","Mohamed","MC","http://2015.sofifa.org/15/players/60/188556.png","Hull City AFC",,"Senegal","Premier League"
"Snodgrass","Robert","MDR","http://2015.sofifa.org/15/players/60/155946.png","Hull City AFC",,"Ecosse","Premier League"
"Aluko","Sone","AT","http://2015.sofifa.org/15/players/60/173530.png","Hull City AFC",,"Nigeria","Premier League"
"Harper","Steve","G","http://2015.sofifa.org/15/players/60/50763.png","Hull City AFC",,"Angleterre","Premier League"
"Quinn","Stephen","MC","http://2015.sofifa.org/15/players/60/173673.png","Hull City AFC","Irlande","Irlande","Premier League"
"Chester","James","DC","http://2015.sofifa.org/15/players/60/186130.png","Hull City AFC","Pays de Galles","Pays de Galles","Premier League"
"Maguire","Harry","DC","http://2015.sofifa.org/15/players/60/203263.png","Hull City AFC",,"Angleterre","Premier League"
"Davies","Curtis","DC","http://2015.sofifa.org/15/players/60/163761.png","Hull City AFC",,"Angleterre","Premier League"
"Meyler","David","MC","http://2015.sofifa.org/15/players/60/187489.png","Hull City AFC","Irlande","Irlande","Premier League"
"Figueroa","Maynor","DG","http://2015.sofifa.org/15/players/60/175092.png","Hull City AFC",,"Honduras","Premier League"
"Elmohamady","Ahmed","DD","http://2015.sofifa.org/15/players/60/191005.png","Hull City AFC","Egypte","Egypte","Premier League"
"Rosenior","Liam","DD","http://2015.sofifa.org/15/players/60/152723.png","Hull City AFC",,"Angleterre","Premier League"
"McGregor","Allan","G","http://2015.sofifa.org/15/players/60/49000.png","Hull City AFC",,"Ecosse","Premier League"
"McShane","Paul","DC","http://2015.sofifa.org/15/players/60/129566.png","Hull City AFC",,"Irlande","Premier League"
"Jakupovic","Eldin","G","http://2015.sofifa.org/15/players/60/52326.png","Hull City AFC",,"Suisse","Premier League"
"Aimson","Will","DC","http://2015.sofifa.org/15/players/60/218576.png","Hull City AFC",,"Angleterre","Premier League"
"Bruce","Alex","DC","http://2015.sofifa.org/15/players/60/169458.png","Hull City AFC","Irlande du Nord","Irlande du Nord","Premier League"
"Lenihan","Brian","DD","http://2015.sofifa.org/15/players/60/210317.png","Hull City AFC",,"Irlande","Premier League"
"Jahraldo-Martin","Calaum","BU","http://2015.sofifa.org/15/players/60/220008.png","Hull City AFC",,"Antigua-et-Barbuda","Premier League"
"Topliss","Sam","DD",,"Hull City AFC",,"Angleterre","Premier League"
"Bowen","Jarrod","BU",,"Hull City AFC",,"Angleterre","Premier League"
"Ter Horst","Johan","BU",,"Hull City AFC",,"Angleterre","Premier League"
"Rossi","Karim","BU","http://2015.sofifa.org/15/players/60/209533.png","Hull City AFC",,"Suisse","Premier League"
"Bony","Wilfried","BU","http://2015.sofifa.org/15/players/60/189963.png","Swansea City AFC","Cote d'Ivoire","Cote d'Ivoire","Premier League"
"Sigurdsson","Gylfi","MOC","http://2015.sofifa.org/15/players/60/184484.png","Swansea City AFC",,"Islande","Premier League"
"Sung Yueng","Ki","MC","http://2015.sofifa.org/15/players/60/180283.png","Swansea City AFC","Coree du Sud","Coree du Sud","Premier League"
"Routledge","Wayne","MG","http://2015.sofifa.org/15/players/60/54051.png","Swansea City AFC",,"Angleterre","Premier League"
"Shelvey","Jonjo","MOC","http://2015.sofifa.org/15/players/60/189165.png","Swansea City AFC",,"Angleterre","Premier League"
"Carroll","Tom","MC","http://2015.sofifa.org/15/players/60/202491.png","Swansea City AFC",,"Angleterre","Premier League"
"Dyer","Nathan","MDR","http://2015.sofifa.org/15/players/60/173436.png","Swansea City AFC",,"Angleterre","Premier League"
"Montero","Jefferson","AIG","http://2015.sofifa.org/15/players/60/186805.png","Swansea City AFC","Equateur","Equateur","Premier League"
